"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.355218865E2,-3.975683451E-1,7.269153595E-1,-1.716371536E0
1.355269039E2,-5.392268896E-1,6.439108849E-1,-1.130290985E0
1.355319213E2,-6.948301792E-1,6.073923111E-1,-5.872282982E-1
1.355369387E2,-8.882995844E-1,6.356601715E-1,-1.009798050E-1
1.355419561E2,-1.080770135E0,7.137942314E-1,2.762708664E-1
1.355469735E2,-1.238049984E0,8.032903671E-1,4.922180176E-1
1.355519909E2,-1.335377097E0,8.421072960E-1,6.331081390E-1
1.355570083E2,-1.410626292E0,8.976807594E-1,7.705497742E-1
1.355620256E2,-1.458857775E0,9.945902824E-1,9.137115479E-1
1.355670430E2,-1.509089351E0,1.085783005E0,1.071659088E0
1.355720604E2,-1.532965183E0,1.162432671E0,1.296545982E0
1.355770778E2,-1.559559822E0,1.225199223E0,1.597488403E0
1.355820952E2,-1.565056443E0,1.264909744E0,1.978979111E0
1.355871126E2,-1.535049796E0,1.310395241E0,2.431328773E0
1.355921300E2,-1.473821402E0,1.342406273E0,2.835001945E0
1.355971474E2,-1.370682716E0,1.336756229E0,3.228522301E0
1.356021648E2,-1.205185771E0,1.345714092E0,3.631260872E0
1.356071822E2,-1.004802227E0,1.349786758E0,3.995558739E0
1.356121996E2,-8.062878847E-1,1.401320934E0,4.264162064E0
1.356172170E2,-6.317251325E-1,1.485586643E0,4.465967178E0
1.356222344E2,-5.273909569E-1,1.602207184E0,4.625041008E0
1.356272518E2,-4.632129669E-1,1.794027805E0,4.717485428E0
1.356322692E2,-4.720576704E-1,2.017886162E0,4.762431145E0
1.356372866E2,-5.298913121E-1,2.273626804E0,4.764734268E0
1.356423040E2,-6.181181669E-1,2.513677597E0,4.743397713E0
1.356473214E2,-7.332214117E-1,2.728835106E0,4.645689011E0
1.356523388E2,-8.338149190E-1,2.891009808E0,4.519260406E0
1.356573562E2,-8.786863685E-1,3.010359764E0,4.373477936E0
1.356623736E2,-8.985494375E-1,3.078124523E0,4.251032829E0
1.356673910E2,-8.904109001E-1,3.104462147E0,4.137290955E0
1.356724084E2,-8.605116010E-1,3.061315536E0,4.060620308E0
1.356774258E2,-7.717472911E-1,2.992178917E0,4.059037209E0
1.356824431E2,-6.101402044E-1,2.830171585E0,4.132429123E0
1.356874605E2,-4.332079887E-1,2.580107689E0,4.261626244E0
1.356924779E2,-2.452386320E-1,2.274998665E0,4.427779198E0
1.356974953E2,-1.028159112E-1,1.899860859E0,4.573873520E0
1.357025127E2,-3.822520375E-2,1.501849651E0,4.738629341E0
1.357075301E2,-5.510291457E-2,1.185232162E0,4.893897057E0
1.357125475E2,-1.234980673E-1,8.962726593E-1,5.035490036E0
1.357175649E2,-2.422150970E-1,6.624641418E-1,5.121045113E0
1.357225823E2,-3.765420318E-1,4.538183212E-1,5.103501320E0
1.357275997E2,-5.827091336E-1,3.025665283E-1,4.902379036E0
1.357326171E2,-7.878721952E-1,1.646885872E-1,4.537562370E0
1.357376345E2,-9.969685078E-1,4.472684860E-2,4.042917252E0
1.357426519E2,-1.182603717E0,-1.370620728E-2,3.447046280E0
1.357476693E2,-1.351495385E0,-3.847122192E-2,2.830954552E0
1.357526867E2,-1.472243071E0,-5.248403549E-2,2.246752739E0
1.357577041E2,-1.513201118E0,-4.984331131E-2,1.684225082E0
1.357627215E2,-1.509203911E0,-6.322717667E-2,1.095057487E0
1.357677389E2,-1.484803796E0,-9.193229675E-2,4.932136536E-1
1.357727563E2,-1.459469795E0,-1.352987289E-1,-8.343791962E-2
1.357777737E2,-1.404735088E0,-1.495399475E-1,-6.067099571E-1
1.357827911E2,-1.358846784E0,-1.675405502E-1,-1.081880569E0
1.357878085E2,-1.292731524E0,-1.983699799E-1,-1.561970234E0
1.357928259E2,-1.201099992E0,-2.558331490E-1,-1.989969254E0
1.357978433E2,-1.078536272E0,-3.249421120E-1,-2.414219379E0
1.358028606E2,-9.721793532E-1,-4.003033638E-1,-2.787355423E0
1.358078780E2,-8.526251912E-1,-4.766225815E-1,-3.133752346E0
1.358128954E2,-7.431915402E-1,-5.773067474E-1,-3.382106304E0
1.358179128E2,-6.339307427E-1,-7.018241882E-1,-3.561628819E0
1.358229302E2,-4.861398935E-1,-8.353867531E-1,-3.648820877E0
1.358279476E2,-3.574055433E-1,-9.730429649E-1,-3.620010376E0
1.358329650E2,-2.092313766E-1,-1.100451946E0,-3.499255657E0
1.358379824E2,-7.494024932E-2,-1.227413177E0,-3.291297436E0
1.358429998E2,9.362834692E-2,-1.373707771E0,-3.019693375E0
1.358480172E2,2.153730989E-1,-1.520872116E0,-2.679247856E0
1.358530346E2,3.146397769E-1,-1.679204941E0,-2.355607510E0
1.358580520E2,3.725978136E-1,-1.835210562E0,-2.033797264E0
1.358630694E2,4.036807120E-1,-1.970441341E0,-1.742027283E0
1.358680871E2,4.129353464E-1,-2.052306652E0,-1.532281399E0
1.358731047E2,3.814954460E-1,-2.129257917E0,-1.384957790E0
1.358781224E2,3.096094429E-1,-2.211517572E0,-1.270858288E0
1.358831399E2,2.212663293E-1,-2.251775026E0,-1.223082542E0
1.358881573E2,1.069513261E-1,-2.264736891E0,-1.183967590E0
1.358931747E2,-4.321993887E-2,-2.251012087E0,-1.148344994E0
1.358981921E2,-2.440485507E-1,-2.187031031E0,-1.139919281E0
1.359032094E2,-4.197348356E-1,-2.097084284E0,-1.139316559E0
1.359082268E2,-5.423722863E-1,-2.024474382E0,-1.175072670E0
1.359132442E2,-6.461787820E-1,-1.955110788E0,-1.280443192E0
1.359182616E2,-7.414218187E-1,-1.846045971E0,-1.402674198E0
1.359232790E2,-8.241463900E-1,-1.749942303E0,-1.517829418E0
1.359282971E2,-8.665125370E-1,-1.633220911E0,-1.649879932E0
1.359333139E2,-8.407542109E-1,-1.533987761E0,-1.770218372E0
1.359383306E2,-7.764384747E-1,-1.456862688E0,-1.893283844E0
1.359433474E2,-6.597872376E-1,-1.353801250E0,-2.009613991E0
1.359483643E2,-5.341950059E-1,-1.253246784E0,-2.148069382E0
1.359533812E2,-3.709503412E-1,-1.159866333E0,-2.308663845E0
1.359583983E2,-1.935967058E-1,-1.044578552E0,-2.505925655E0
1.359634154E2,-1.481503248E-3,-9.357767105E-1,-2.711297989E0
1.359684326E2,1.966911554E-1,-8.379578590E-1,-2.924924850E0
1.359734500E2,3.730304837E-1,-7.218728065E-1,-3.113654137E0
1.359784674E2,5.188113451E-1,-6.206698418E-1,-3.277742863E0
1.359834850E2,6.490137577E-1,-5.098962784E-1,-3.427132130E0
1.359885026E2,7.978304625E-1,-3.988361359E-1,-3.538141727E0
1.359935203E2,9.608896971E-1,-3.444585800E-1,-3.630249977E0
1.359985381E2,1.119667172E0,-3.032941818E-1,-3.679848671E0
1.360035559E2,1.221995711E0,-2.272791862E-1,-3.648925781E0
1.360085737E2,1.273146510E0,-1.497569084E-1,-3.580797195E0
1.360135915E2,1.292569876E0,-6.115961075E-2,-3.451645374E0
1.360186093E2,1.271008253E0,1.938390732E-2,-3.304648876E0
1.360236271E2,1.237499356E0,8.221101761E-2,-3.130243778E0
1.360286445E2,1.173000813E0,1.415114403E-1,-2.904463768E0
1.360336619E2,1.044081926E0,2.210764885E-1,-2.641661644E0
1.360386793E2,9.179165959E-1,2.967057228E-1,-2.384779453E0
1.360436967E2,7.798261046E-1,3.920426369E-1,-2.052312374E0
1.360487141E2,6.439924240E-1,4.637756348E-1,-1.730267525E0
1.360537315E2,5.003930330E-1,5.546126366E-1,-1.384874821E0
1.360587489E2,3.630490899E-1,6.355891228E-1,-1.049448490E0
1.360637663E2,2.459215522E-1,6.922111511E-1,-7.668771744E-1
1.360687837E2,1.580561399E-1,7.581334114E-1,-4.941148758E-1
1.360738011E2,1.418994665E-1,8.573851585E-1,-2.072768211E-1
1.360788185E2,1.585064530E-1,9.470000267E-1,1.031551361E-1
1.360838359E2,1.643021703E-1,1.032053947E0,4.035243988E-1
1.360888533E2,1.781277061E-1,1.117393970E0,7.512216568E-1
1.360938706E2,1.951202750E-1,1.212718487E0,1.112627029E0
1.360988880E2,2.059964538E-1,1.322763443E0,1.444685936E0
1.361039054E2,2.302598953E-1,1.404359341E0,1.814434052E0
1.361089228E2,2.397916913E-1,1.471737862E0,2.111881256E0
1.361139402E2,2.498318553E-1,1.500820160E0,2.423247337E0
1.361189576E2,2.277772427E-1,1.529641628E0,2.753394127E0
1.361239750E2,1.362656951E-1,1.577113152E0,3.021057129E0
1.361289924E2,-3.333795071E-2,1.652556419E0,3.235940933E0
1.361340098E2,-2.560526729E-1,1.741286278E0,3.431692123E0
1.361390272E2,-5.215303898E-1,1.866973400E0,3.565377235E0
1.361440446E2,-8.147177696E-1,2.034194469E0,3.579738617E0
1.361490620E2,-1.082745075E0,2.204675674E0,3.513154984E0
1.361540794E2,-1.302123547E0,2.354818821E0,3.399055481E0
1.361590968E2,-1.483685493E0,2.475609779E0,3.256409645E0
1.361641142E2,-1.629087925E0,2.615968704E0,3.079901695E0
1.361691316E2,-1.735103607E0,2.748153210E0,2.816425323E0
1.361741490E2,-1.774413109E0,2.877891064E0,2.556397438E0
1.361791664E2,-1.743218422E0,2.924807549E0,2.299216270E0
1.361841838E2,-1.590080142E0,2.871070385E0,2.039303780E0
1.361892012E2,-1.321404696E0,2.655995369E0,1.962303162E0
1.361942186E2,-8.865717649E-1,2.295425892E0,2.086325645E0
1.361992360E2,-3.734986186E-1,1.823902130E0,2.477603912E0
1.362042534E2,1.357967257E-1,1.361119270E0,3.145507812E0
1.362092708E2,5.992600918E-1,9.011330605E-1,3.971010208E0
1.362142881E2,9.758216143E-1,4.179306030E-1,4.811914444E0
1.362193055E2,1.201097488E0,-5.259418488E-2,5.674564362E0
1.362243229E2,1.263232946E0,-4.700512886E-1,6.474513054E0
1.362293403E2,1.217280388E0,-8.610801697E-1,7.151244164E0
1.362343577E2,1.189916372E0,-1.299962521E0,7.639341354E0
1.362393751E2,1.144827843E0,-1.717402220E0,7.930806160E0
1.362443925E2,1.030763030E0,-2.053260565E0,7.993441582E0
1.362494099E2,8.669421673E-1,-2.265932560E0,7.847403526E0
1.362544273E2,6.469248533E-1,-2.356003284E0,7.474182129E0
1.362594447E2,4.010434747E-1,-2.318040371E0,6.816426277E0
1.362644621E2,1.880364418E-1,-2.212648630E0,5.964569092E0
1.362694795E2,8.125811815E-2,-2.124224901E0,4.975403786E0
1.362744969E2,1.026596427E-1,-2.050942421E0,3.900748253E0
1.362795143E2,2.229544520E-1,-1.996129513E0,2.782915115E0
1.362845317E2,4.330483079E-1,-1.982430935E0,1.688124657E0
1.362895491E2,6.382046938E-1,-1.984874249E0,6.108856201E-1
1.362945665E2,7.912165523E-1,-1.964094400E0,-3.347630501E-1
1.362995839E2,9.018833041E-1,-1.880777597E0,-1.173608303E0
1.363046013E2,9.466575980E-1,-1.762491703E0,-1.954442024E0
1.363096187E2,9.787179828E-1,-1.651525021E0,-2.677937508E0
1.363146361E2,1.017782211E0,-1.570900440E0,-3.325724125E0
1.363196535E2,1.122000456E0,-1.529590130E0,-3.893618584E0
1.363246709E2,1.205993772E0,-1.484037876E0,-4.391746521E0
1.363296883E2,1.309375763E0,-1.448112965E0,-4.849434853E0
1.363347056E2,1.452586651E0,-1.402505875E0,-5.238376617E0
1.363397230E2,1.584144592E0,-1.375961781E0,-5.549269199E0
1.363447404E2,1.695855856E0,-1.339594364E0,-5.763434410E0
1.363497578E2,1.793362617E0,-1.293411255E0,-5.919420719E0
1.363547752E2,1.848726749E0,-1.252082825E0,-5.993296623E0
1.363597926E2,1.838800907E0,-1.187256336E0,-5.999366760E0
1.363648100E2,1.759385586E0,-1.123227596E0,-5.947080612E0
1.363698274E2,1.634506226E0,-1.065314770E0,-5.864787102E0
1.363748448E2,1.439932346E0,-1.018675804E0,-5.742581367E0
1.363798622E2,1.198763609E0,-9.836010933E-1,-5.532294750E0
1.363848796E2,9.476433992E-1,-9.411449432E-1,-5.204931736E0
1.363898970E2,6.706729531E-1,-8.678455353E-1,-4.836599350E0
1.363949144E2,4.284191132E-1,-7.977280617E-1,-4.479363441E0
1.363999318E2,2.532327771E-1,-7.743973732E-1,-4.108756542E0
1.364049492E2,8.673560619E-2,-7.793025970E-1,-3.786417007E0
1.364099666E2,-5.263453722E-2,-7.794799805E-1,-3.478370667E0
1.364149840E2,-1.605818868E-1,-7.372179031E-1,-3.203332424E0
1.364200014E2,-2.233838737E-1,-6.671004295E-1,-2.937207222E0
1.364250188E2,-2.605847418E-1,-5.982017517E-1,-2.694105148E0
1.364300362E2,-2.675873339E-1,-5.450778008E-1,-2.449969769E0
1.364350536E2,-2.347067297E-1,-4.842839241E-1,-2.271479130E0
1.364400710E2,-1.614522040E-1,-4.639163017E-1,-2.148889065E0
1.364450884E2,-5.171602964E-2,-4.508156776E-1,-2.077203274E0
1.364501058E2,9.080857038E-2,-4.451775551E-1,-2.089808941E0
1.364551231E2,2.290012240E-1,-4.373559952E-1,-2.134150982E0
1.364601405E2,3.495547771E-1,-4.369301796E-1,-2.238961697E0
1.364651579E2,4.295534492E-1,-4.101800919E-1,-2.404394627E0
1.364701753E2,4.793656468E-1,-3.758883476E-1,-2.544587612E0
1.364751927E2,4.560371041E-1,-3.143677711E-1,-2.679064751E0
1.364802101E2,3.832976222E-1,-2.297806740E-1,-2.813008308E0
1.364852275E2,2.799167335E-1,-1.168003082E-1,-2.951531410E0
1.364902449E2,1.738705337E-1,1.257419586E-3,-3.056716919E0
1.364952623E2,4.549258947E-2,8.201074600E-2,-3.129000187E0
1.365002797E2,-9.167483449E-2,1.210770607E-1,-3.106421947E0
1.365052971E2,-2.195562869E-1,1.618227959E-1,-2.970094681E0
1.365103145E2,-3.488821983E-1,1.995081902E-1,-2.763184547E0
1.365153319E2,-4.853815138E-1,2.245783806E-1,-2.514449596E0
1.365203493E2,-6.010518670E-1,2.080030441E-1,-2.204576015E0
1.365253667E2,-7.155169249E-1,1.925210953E-1,-1.814280510E0
1.365303841E2,-8.098921776E-1,1.776056290E-1,-1.405505657E0
1.365354015E2,-8.938351870E-1,1.674184799E-1,-9.635438919E-1
1.365404189E2,-9.863617420E-1,1.804189682E-1,-5.358538628E-1
1.365454363E2,-1.082258701E0,2.014760971E-1,-1.267414093E-1
1.365504537E2,-1.147559643E0,2.491774559E-1,2.067422867E-1
1.365554711E2,-1.229202151E0,3.229146004E-1,4.984998703E-1
1.365604885E2,-1.278784752E0,4.224786758E-1,7.821493149E-1
1.365655059E2,-1.286187887E0,5.380053520E-1,1.014808655E0
1.365705233E2,-1.284337640E0,6.599535942E-1,1.196496010E0
1.365755406E2,-1.225191355E0,7.692298889E-1,1.360719681E0
1.365805580E2,-1.099226117E0,8.708505630E-1,1.497803688E0
1.365855754E2,-9.639980793E-1,9.173874855E-1,1.612329483E0
1.365905928E2,-7.768623233E-1,9.620418549E-1,1.713574409E0
1.365956102E2,-5.526357889E-1,1.005422115E0,1.834663391E0
1.366006276E2,-3.488765955E-1,1.081475735E0,1.946586609E0
1.366056450E2,-1.702081561E-1,1.181024075E0,2.044301033E0
1.366106624E2,3.268122673E-3,1.256413460E0,2.132454872E0
1.366156798E2,1.724041998E-1,1.279182911E0,2.206120491E0
1.366206972E2,3.191274405E-1,1.273419380E0,2.313028336E0
1.366257146E2,4.106195271E-1,1.253617287E0,2.429122925E0
1.366307320E2,4.619738460E-1,1.301174641E0,2.516051292E0
1.366357494E2,4.070947468E-1,1.363531590E0,2.540253639E0
1.366407668E2,2.711241841E-1,1.512411118E0,2.501768112E0
1.366457842E2,3.134521842E-2,1.699844837E0,2.472409248E0
1.366508016E2,-2.300981283E-1,1.906659603E0,2.409127235E0
1.366558190E2,-5.324134827E-1,2.089979172E0,2.335802078E0
1.366608364E2,-8.671091795E-1,2.245237350E0,2.328928947E0
1.366658538E2,-1.211922288E0,2.377648830E0,2.373903275E0
1.366708712E2,-1.540283442E0,2.501984596E0,2.456121445E0
1.366758886E2,-1.816017747E0,2.613687038E0,2.565863609E0
1.366809060E2,-1.978874564E0,2.669898510E0,2.717325211E0
1.366859234E2,-2.112108707E0,2.685118675E0,2.934273720E0
1.366909408E2,-2.188686371E0,2.693006516E0,3.082575798E0
1.366959581E2,-2.157685280E0,2.564712048E0,3.291191101E0
1.367009755E2,-2.001772165E0,2.315246105E0,3.593124390E0
1.367059929E2,-1.813061118E0,1.978429794E0,3.959399223E0
1.367110103E2,-1.596341372E0,1.635343075E0,4.323218346E0
1.367160277E2,-1.431654453E0,1.256744385E0,4.594152451E0
1.367210451E2,-1.292551041E0,8.896803856E-1,4.777733803E0
1.367260625E2,-1.176305056E0,5.283484459E-1,4.956110001E0
1.367310799E2,-1.118137598E0,2.194213867E-1,5.091810226E0
1.367360973E2,-1.120005608E0,-3.849601746E-2,5.190524101E0
1.367411147E2,-1.136316299E0,-2.707171440E-1,5.224418640E0
1.367461321E2,-1.146248102E0,-4.928760529E-1,5.184748650E0
1.367511495E2,-1.139362216E0,-7.202849388E-1,5.048248291E0
1.367561669E2,-1.172882915E0,-9.201006889E-1,4.734119415E0
1.367611843E2,-1.281207323E0,-1.010978699E0,4.252118111E0
1.367662017E2,-1.470796943E0,-9.972186089E-1,3.654710770E0
1.367712191E2,-1.710428834E0,-8.827037811E-1,2.951007843E0
1.367762365E2,-1.925656080E0,-7.427797318E-1,2.173827171E0
1.367812539E2,-2.046232939E0,-6.527442932E-1,1.375082016E0
1.367862713E2,-2.068441629E0,-6.018509865E-1,5.779867172E-1
1.367912887E2,-1.997871041E0,-5.889377594E-1,-1.512527466E-1
1.367963072E2,-1.863766074E0,-5.747280121E-1,-8.372993469E-1
1.368013241E2,-1.690219402E0,-6.012835503E-1,-1.466552258E0
1.368063411E2,-1.510815620E0,-6.151213646E-1,-1.991850853E0
1.368113581E2,-1.320614457E0,-6.393446922E-1,-2.476092815E0
1.368163751E2,-1.157562733E0,-6.969871521E-1,-2.915172577E0
1.368213921E2,-9.971576929E-1,-7.634501457E-1,-3.290484905E0
1.368264092E2,-8.386325836E-1,-8.670778275E-1,-3.559313297E0
1.368314263E2,-6.623165607E-1,-9.739151001E-1,-3.683828354E0
1.368364435E2,-4.965265393E-1,-1.098125935E0,-3.697788239E0
1.368414608E2,-2.832618952E-1,-1.254240513E0,-3.586804390E0
1.368464782E2,-5.063194782E-2,-1.394943714E0,-3.350602627E0
1.368514956E2,1.733518094E-1,-1.530715942E0,-3.036496162E0
1.368565131E2,3.508536220E-1,-1.662417889E0,-2.744379044E0
1.368615307E2,4.967966676E-1,-1.786216974E0,-2.449631214E0
1.368665483E2,6.021342278E-1,-1.869639874E0,-2.180259705E0
1.368715660E2,6.623688936E-1,-1.947175980E0,-1.882973671E0
1.368765837E2,6.725416183E-1,-1.986323357E0,-1.590640545E0
1.368816014E2,6.752593517E-1,-1.988064051E0,-1.312217236E0
1.368866191E2,6.796148419E-1,-1.977208853E0,-1.061505318E0
1.368916368E2,6.660791039E-1,-1.968940496E0,-9.001550674E-1
1.368966545E2,6.820139885E-1,-1.973425627E0,-7.464118004E-1
1.369016721E2,6.833891869E-1,-1.981645346E0,-5.951704979E-1
1.369066895E2,6.500058174E-1,-1.946193457E0,-4.940237999E-1
1.369117069E2,6.144096255E-1,-1.891453981E0,-4.474649429E-1
1.369167243E2,5.805870295E-1,-1.846334219E0,-4.696850777E-1
1.369217417E2,5.908224583E-1,-1.815693140E0,-5.509924889E-1
1.369267591E2,6.302379966E-1,-1.785202742E0,-6.817259789E-1
1.369317765E2,7.179586887E-1,-1.759591341E0,-8.761982918E-1
1.369367939E2,8.203353882E-1,-1.705083847E0,-1.120127678E0
1.369418113E2,9.425299168E-1,-1.650124073E0,-1.399247646E0
1.369468287E2,1.094672322E0,-1.555981159E0,-1.737677097E0
1.369518461E2,1.239195824E0,-1.465193987E0,-2.121298790E0
1.369568635E2,1.372197151E0,-1.396255255E0,-2.502600193E0
1.369618809E2,1.465841770E0,-1.305428028E0,-2.886769295E0
1.369668983E2,1.511134624E0,-1.191977501E0,-3.221660614E0
1.369719156E2,1.556331873E0,-1.055183411E0,-3.526931286E0
1.369769330E2,1.616213918E0,-9.374642372E-1,-3.841307640E0
1.369819504E2,1.672067404E0,-8.476762772E-1,-4.093506813E0
1.369869678E2,1.729258776E0,-7.518134117E-1,-4.288765430E0
1.369919852E2,1.745071411E0,-6.111359596E-1,-4.432301044E0
1.369970026E2,1.758244634E0,-4.732265472E-1,-4.500532150E0
1.370020200E2,1.740236402E0,-2.947835922E-1,-4.512900352E0
1.370070374E2,1.676698208E0,-1.139421463E-1,-4.417022228E0
1.370120548E2,1.567542553E0,3.585672379E-2,-4.217868328E0
1.370170722E2,1.422031164E0,2.071061134E-1,-3.929815292E0
1.370220896E2,1.278035283E0,3.325510025E-1,-3.547996044E0
1.370271070E2,1.158928633E0,4.309425354E-1,-3.139162540E0
1.370321244E2,1.030710697E0,5.258822441E-1,-2.746127129E0
1.370371418E2,9.265662432E-1,5.978665352E-1,-2.344684124E0
1.370421592E2,8.462771773E-1,6.704106331E-1,-1.953676224E0
1.370471766E2,7.466143370E-1,7.432765961E-1,-1.553788662E0
1.370521940E2,6.708036661E-1,8.400301933E-1,-1.173515797E0
1.370572114E2,5.568041801E-1,9.029493332E-1,-7.696084976E-1
1.370622288E2,4.717365503E-1,9.653110504E-1,-3.658642769E-1
1.370672462E2,4.013652205E-1,1.017305374E0,2.351379395E-2
1.370722636E2,3.650091290E-1,1.077922821E0,3.603591919E-1
1.370772810E2,3.387739658E-1,1.113722324E0,6.686086655E-1
1.370822984E2,3.419377804E-1,1.129642010E0,9.816713333E-1
1.370873158E2,3.265535235E-1,1.149922848E0,1.270655632E0
1.370923331E2,2.877453566E-1,1.189156055E0,1.597609520E0
1.370973505E2,2.685976028E-1,1.233218670E0,1.957535744E0
1.371023679E2,2.261300087E-1,1.287016869E0,2.283341408E0
1.371073853E2,1.896753311E-1,1.345684052E0,2.594162941E0
1.371124027E2,1.507059336E-1,1.403953552E0,2.847150803E0
1.371174201E2,1.103445292E-1,1.428103447E0,3.085427284E0
1.371224375E2,7.410645485E-3,1.479957104E0,3.313912392E0
1.371274549E2,-2.051104903E-1,1.630757809E0,3.494566917E0
1.371324723E2,-5.263924003E-1,1.865665436E0,3.613265038E0
1.371374897E2,-9.082625508E-1,2.136217594E0,3.665654182E0
1.371425071E2,-1.303278804E0,2.389659405E0,3.733289719E0
1.371475245E2,-1.645848513E0,2.616424084E0,3.778133392E0
1.371525419E2,-1.947245359E0,2.821657181E0,3.718940735E0
1.371575593E2,-2.214326859E0,3.044310093E0,3.541325569E0
1.371625767E2,-2.434710979E0,3.246964931E0,3.326384544E0
1.371675941E2,-2.629548550E0,3.435552120E0,3.030566216E0
1.371726115E2,-2.694980383E0,3.640198708E0,2.648330688E0
1.371776289E2,-2.617326498E0,3.728415012E0,2.269670486E0
1.371826463E2,-2.382690907E0,3.672863960E0,1.970244408E0
1.371876637E2,-1.972386837E0,3.417474270E0,1.787418365E0
1.371926811E2,-1.444431305E0,2.983049870E0,1.734439850E0
1.371976985E2,-7.948826551E-1,2.447839260E0,1.929768562E0
1.372027159E2,-1.775496006E-1,1.899204254E0,2.468111992E0
1.372077333E2,3.075133562E-1,1.389950752E0,3.210360527E0
1.372127506E2,6.190226078E-1,9.286618233E-1,4.032602310E0
1.372177680E2,7.793163061E-1,4.847755432E-1,4.983667374E0
1.372227854E2,8.546043634E-1,-3.054618835E-2,6.055359840E0
1.372278028E2,8.674420118E-1,-5.631875992E-1,7.163303375E0
1.372328202E2,8.927012682E-1,-1.106970310E0,8.070088387E0
1.372378376E2,8.755165339E-1,-1.583927870E0,8.720228195E0
1.372428550E2,8.559886217E-1,-2.030607939E0,9.058094978E0
1.372478724E2,8.490090370E-1,-2.392359018E0,9.200264931E0
1.372528898E2,8.010033369E-1,-2.585243225E0,9.138650894E0
1.372579072E2,6.423139572E-1,-2.548260212E0,8.783516884E0
1.372629246E2,3.789815903E-1,-2.286012888E0,8.078028679E0
1.372679420E2,1.886780262E-1,-2.002879381E0,7.036602974E0
1.372729594E2,1.780470610E-1,-1.845190763E0,5.716325760E0
1.372779768E2,3.162162304E-1,-1.772435665E0,4.317437172E0
1.372829942E2,5.063866377E-1,-1.715252876E0,2.939244270E0
1.372880116E2,7.053065300E-1,-1.642924547E0,1.527955055E0
1.372930290E2,8.465294242E-1,-1.544113874E0,1.637916565E-1
1.372980464E2,9.307268858E-1,-1.445754528E0,-1.077965736E0
1.373030638E2,9.922010303E-1,-1.365167618E0,-2.193940163E0
1.373080812E2,1.031423092E0,-1.315137386E0,-3.166267395E0
1.373130986E2,1.063304067E0,-1.270307064E0,-4.034461975E0
1.373181160E2,1.069332838E0,-1.248675346E0,-4.790020943E0
1.373231334E2,1.069507122E0,-1.234930038E0,-5.395667553E0
1.373281508E2,1.064510584E0,-1.247609138E0,-5.890440941E0
1.373331681E2,1.055229664E0,-1.286270142E0,-6.241483212E0
1.373381855E2,1.018715143E0,-1.326911449E0,-6.473106384E0
1.373432029E2,9.605010748E-1,-1.379261971E0,-6.532862663E0
1.373482203E2,8.954958320E-1,-1.448671818E0,-6.387156487E0
1.373532377E2,8.097628951E-1,-1.526216507E0,-6.117108822E0
1.373582551E2,6.842836738E-1,-1.593768120E0,-5.741268158E0
1.373632725E2,5.285528302E-1,-1.647686005E0,-5.282829762E0
1.373682899E2,3.804411292E-1,-1.703493118E0,-4.836646080E0
1.373733073E2,2.346924543E-1,-1.767097473E0,-4.401827812E0
1.373783247E2,8.102899790E-2,-1.824969053E0,-3.972915649E0
1.373833421E2,-9.091699123E-2,-1.863724947E0,-3.553941727E0
1.373883595E2,-2.629049718E-1,-1.879405737E0,-3.153839588E0
1.373933769E2,-4.119194150E-1,-1.877584219E0,-2.781584740E0
1.373983943E2,-5.387977958E-1,-1.873390913E0,-2.503552914E0
1.374034117E2,-6.388441324E-1,-1.891484022E0,-2.352633953E0
1.374084291E2,-6.931496859E-1,-1.889313459E0,-2.266175747E0
1.374134465E2,-7.355339527E-1,-1.881468058E0,-2.277446270E0
1.374184639E2,-7.660472989E-1,-1.848734617E0,-2.376842976E0
1.374234813E2,-7.846522927E-1,-1.781091452E0,-2.540688992E0
1.374284987E2,-7.768042088E-1,-1.697319269E0,-2.764405251E0
1.374335161E2,-7.276430130E-1,-1.625519753E0,-3.043575287E0
1.374385335E2,-6.462281942E-1,-1.550633430E0,-3.335586071E0
1.374435509E2,-5.510888696E-1,-1.472010136E0,-3.626543045E0
1.374485683E2,-4.701818824E-1,-1.384230137E0,-3.902572632E0
1.374535856E2,-3.838986158E-1,-1.296268463E0,-4.173690319E0
1.374586030E2,-2.727433443E-1,-1.217092514E0,-4.344679356E0
1.374636204E2,-1.891256720E-1,-1.117665291E0,-4.439819336E0
1.374686378E2,-1.330854893E-1,-9.929404259E-1,-4.497660637E0
1.374736552E2,-1.236471236E-1,-8.379631042E-1,-4.571002007E0
1.374786726E2,-9.371301532E-2,-6.958241463E-1,-4.602433205E0
1.374836900E2,-4.807505012E-2,-5.711717606E-1,-4.587302208E0
1.374887074E2,-6.270229816E-3,-4.685149193E-1,-4.511470795E0
1.374937248E2,-1.199170947E-2,-3.781452179E-1,-4.370279312E0
1.374987422E2,-3.716051579E-2,-2.759661674E-1,-4.197369099E0
1.375037596E2,-1.113540977E-1,-1.475133896E-1,-3.968917370E0
1.375087770E2,-1.778904945E-1,-5.498075485E-2,-3.718441963E0
1.375137944E2,-2.467687130E-1,2.064418793E-2,-3.450621128E0
1.375188118E2,-2.845599949E-1,5.060911179E-2,-3.160629749E0
1.375238292E2,-3.104150891E-1,7.303190231E-2,-2.805306435E0
