"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.872770517E1,-1.324645519E0,2.832979202E0,1.662030220E0
1.873272288E1,-7.683336735E-1,2.518230438E0,1.903456688E0
1.873774058E1,-2.954869270E-1,2.240582466E0,2.328646660E0
1.874275829E1,1.441776752E-2,1.933027744E0,2.818259239E0
1.874777600E1,1.006364822E-1,1.556990147E0,3.420723915E0
1.875279371E1,-1.660108566E-2,1.125774384E0,4.036752701E0
1.875781142E1,-3.552277088E-1,6.808857918E-1,4.022389889E0
1.876282913E1,-8.982628584E-1,2.598681450E-1,2.810490131E0
1.876784684E1,-1.447108269E0,1.954078674E-2,3.779374123E0
1.877286454E1,-1.953105330E0,-1.757674217E-1,3.952262402E0
1.877788225E1,-2.306827545E0,-2.747645378E-1,3.670653820E0
1.878289996E1,-2.441943407E0,-3.695869446E-1,3.318528175E0
1.878791767E1,-2.450413227E0,-4.706964493E-1,2.858217716E0
1.879293538E1,-2.433574915E0,-5.979080200E-1,2.500615120E0
1.879795308E1,-2.416477680E0,-7.134156227E-1,2.331772327E0
1.880297079E1,-2.347659349E0,-8.174595833E-1,2.265273094E0
1.880798850E1,-2.208947420E0,-8.672304153E-1,2.286601067E0
1.881300621E1,-2.052718639E0,-7.820625305E-1,2.376959801E0
1.881802392E1,-1.925579906E0,-6.395616531E-1,2.618406296E0
1.882304163E1,-1.816418767E0,-4.790110588E-1,2.954248428E0
1.882805975E1,-1.656279325E0,-4.067735672E-1,3.251516342E0
1.883307788E1,-1.442937613E0,-4.620041847E-1,3.396460533E0
1.883809564E1,-1.236331701E0,-6.402764320E-1,3.413800240E0
1.884311335E1,-1.092273355E0,-8.221049309E-1,3.318356514E0
1.884813105E1,-9.907484055E-1,-1.002215385E0,2.971308708E0
1.885314876E1,-8.308444023E-1,-1.303954124E0,2.190598488E0
1.885816647E1,-5.398949385E-1,-1.706610680E0,1.004619598E0
1.886318418E1,-1.419594288E-1,-2.241527081E0,-1.838779449E-2
1.886820189E1,1.844494343E-1,-2.380115986E0,-8.039445877E-1
1.887321960E1,3.519910574E-1,-2.192713022E0,-1.253447056E0
1.887823730E1,4.976667762E-1,-1.965346813E0,-1.483317852E0
1.888325501E1,5.052098632E-1,-1.754664421E0,-1.652467251E0
1.888827272E1,4.168328643E-1,-1.727516651E0,-1.737617016E0
1.889329043E1,3.710159063E-1,-1.706803322E0,-1.748469353E0
1.889830814E1,3.861019611E-1,-1.601951599E0,-1.656342983E0
1.890332585E1,4.275396466E-1,-1.489858627E0,-1.528291225E0
1.890834392E1,4.804244041E-1,-1.375653744E0,-1.412032127E0
1.891336163E1,6.162885427E-1,-1.417618275E0,-1.355072975E0
1.891837934E1,8.163289428E-1,-1.491785526E0,-1.356855392E0
1.892339704E1,9.088838696E-1,-1.483798027E0,-1.445568085E0
1.892841475E1,8.899502158E-1,-1.422882557E0,-1.529817581E0
1.893343246E1,7.648080587E-1,-1.338215351E0,-1.671410084E0
1.893845017E1,5.340188742E-1,-1.263481617E0,-1.908333778E0
1.894346788E1,2.743958235E-1,-1.203647614E0,-2.173341274E0
1.894848605E1,-2.829730511E-2,-1.110893726E0,-2.385062695E0
1.895350350E1,-3.358391523E-1,-1.056808472E0,-2.634583473E0
1.895852095E1,-6.054902077E-1,-1.026894093E0,-2.850239277E0
1.896353840E1,-8.277236223E-1,-1.016030312E0,-3.089691162E0
1.896855585E1,-9.931319952E-1,-1.004894257E0,-3.329142094E0
1.897357329E1,-1.121117711E0,-1.007649422E0,-3.530497074E0
1.897859079E1,-1.197364926E0,-1.019227505E0,-3.631838322E0
1.898360835E1,-1.255841970E0,-9.727573395E-1,-3.623704910E0
1.898862595E1,-1.177573919E0,-8.014574051E-1,-3.467960835E0
1.899364361E1,-1.029845715E0,-6.157546043E-1,-3.317622185E0
1.899866131E1,-8.748588562E-1,-4.878025055E-1,-3.153215885E0
1.900367908E1,-6.784804463E-1,-4.371128082E-1,-3.036476612E0
1.900869689E1,-4.784461260E-1,-4.641499519E-1,-2.923782349E0
1.901371475E1,-2.646220922E-1,-4.975185394E-1,-2.814702511E0
1.901873267E1,-5.078577995E-2,-5.183448792E-1,-2.713729382E0
1.902375059E1,1.443653107E-1,-4.886803627E-1,-2.630128860E0
1.902876850E1,2.975934446E-1,-4.613947868E-1,-2.558856487E0
1.903378642E1,4.524953067E-1,-4.652261734E-1,-2.475884914E0
1.903880434E1,5.758065581E-1,-4.714078903E-1,-2.381220818E0
1.904382225E1,7.154036760E-1,-5.131368637E-1,-2.327691078E0
1.904884017E1,8.664534688E-1,-5.613112450E-1,-2.272481918E0
1.905385808E1,9.668021798E-1,-5.724496841E-1,-2.244623184E0
1.905887595E1,1.055093884E0,-5.365252495E-1,-2.220548153E0
1.906389371E1,1.098110914E0,-4.435310364E-1,-2.191077709E0
1.906891142E1,1.096412063E0,-3.073558807E-1,-2.190095901E0
1.907392913E1,1.031176209E0,-1.659684181E-1,-2.117414474E0
1.907894684E1,9.646871090E-1,-5.732107162E-2,-2.006875038E0
1.908396454E1,8.679053783E-1,5.244588852E-2,-1.868424416E0
1.908898225E1,7.595136762E-1,1.828317642E-1,-1.822034836E0
1.909399996E1,6.726237535E-1,3.341512680E-1,-1.738813877E0
1.909901767E1,5.637021065E-1,4.873681068E-1,-1.666799068E0
1.910403538E1,4.274489880E-1,6.185693741E-1,-1.534313202E0
1.910905309E1,3.063603938E-1,7.516555786E-1,-1.394078732E0
1.911407079E1,1.903719306E-1,8.722133636E-1,-1.226985931E0
1.911908850E1,1.171818376E-1,9.992437363E-1,-9.899735451E-1
1.912410621E1,9.053421021E-2,1.118366718E0,-6.784424782E-1
1.912912392E1,1.048146486E-1,1.219947815E0,-3.164296150E-1
1.913414163E1,2.025835514E-1,1.323068619E0,5.773925781E-2
1.913915934E1,3.547972739E-1,1.365459442E0,4.154009819E-1
1.914417704E1,5.376146436E-1,1.356705666E0,7.853231430E-1
1.914919475E1,6.990561485E-1,1.334898472E0,1.153418541E0
1.915421246E1,8.159579635E-1,1.304505825E0,1.529625416E0
1.915923017E1,8.701645136E-1,1.303384304E0,1.895274162E0
1.916424788E1,8.341506124E-1,1.321424007E0,2.203126431E0
1.916926558E1,6.995688677E-1,1.367528439E0,2.444374561E0
1.917428329E1,5.249770880E-1,1.460103035E0,2.576790810E0
1.917930100E1,3.543745577E-1,1.565025330E0,2.672873497E0
1.918431871E1,2.218235731E-1,1.672214985E0,2.709285736E0
1.918933642E1,8.890068531E-2,1.805356503E0,2.734147549E0
1.919435413E1,-9.307682514E-2,1.930869102E0,2.709228992E0
1.919937184E1,-3.109574914E-1,2.087184906E0,2.620003223E0
1.920438954E1,-4.707278013E-1,2.245955944E0,2.494744301E0
1.920940725E1,-6.126154661E-1,2.479440212E0,2.404555321E0
1.921442496E1,-7.387525439E-1,2.749982357E0,2.391540051E0
1.921944267E1,-8.893727660E-1,2.981756210E0,2.363789082E0
1.922446038E1,-9.845227003E-1,3.161294937E0,2.310778618E0
1.922947808E1,-9.676910043E-1,3.227308273E0,2.322512150E0
1.923449579E1,-8.918260336E-1,3.209236145E0,2.355257988E0
1.923951350E1,-6.998242736E-1,3.131831646E0,2.446538448E0
1.924453121E1,-4.397453070E-1,3.000546455E0,2.524008274E0
1.924954892E1,-1.400894523E-1,2.787129402E0,2.649610996E0
1.925456663E1,2.474855185E-1,2.439430237E0,2.870948792E0
1.925958434E1,6.094129086E-1,2.173074245E0,2.929697514E0
1.926460204E1,9.429603815E-1,1.988193512E0,3.070087910E0
1.926961975E1,1.226330996E0,1.817320347E0,3.321408749E0
1.927463746E1,1.499948025E0,1.535334587E0,3.636667728E0
1.927965517E1,1.747226477E0,1.122120857E0,4.002704144E0
1.928467288E1,1.927410126E0,6.145272255E-1,4.397107124E0
1.928969059E1,2.056894302E0,1.257777214E-1,4.749654770E0
1.929470829E1,2.151466608E0,-2.694616318E-1,4.975912571E0
1.929972746E1,2.154617310E0,-5.490798950E-1,5.125266075E0
1.930474506E1,2.075338602E0,-7.481374741E-1,5.218067646E0
1.930976267E1,1.978965759E0,-8.578748703E-1,5.020512581E0
1.931478027E1,1.854337931E0,-9.454541206E-1,4.537725449E0
1.931979788E1,1.671377659E0,-1.000988483E0,3.927520275E0
1.932481548E1,1.462235451E0,-1.047860622E0,3.289962292E0
1.932983308E1,1.278186560E0,-1.090127945E0,2.696168900E0
1.933485069E1,1.117876410E0,-1.126782417E0,2.087793827E0
1.933986829E1,9.851580858E-1,-1.185587406E0,1.487939358E0
1.934488590E1,8.889869452E-1,-1.256024361E0,8.670821190E-1
1.934990350E1,8.147360086E-1,-1.337309361E0,3.154368401E-1
1.935492116E1,7.720187902E-1,-1.404871464E0,-1.150484085E-1
1.935993887E1,7.607973814E-1,-1.477451324E0,-4.583621025E-1
1.936495663E1,7.955367565E-1,-1.588235378E0,-7.865996361E-1
1.936997439E1,8.764525652E-1,-1.741714954E0,-1.042606831E0
1.937499215E1,9.990918636E-1,-1.932813644E0,-1.312776089E0
1.938000991E1,1.135135651E0,-2.094141483E0,-1.583116055E0
1.938502767E1,1.266054630E0,-2.249233246E0,-1.887515068E0
1.939004543E1,1.363924742E0,-2.378527164E0,-2.192904472E0
1.939506319E1,1.429359436E0,-2.462458611E0,-2.471093655E0
1.940008095E1,1.415103912E0,-2.486204147E0,-2.737053394E0
1.940509871E1,1.326599836E0,-2.473264694E0,-3.010485172E0
1.941011647E1,1.188248396E0,-2.423285484E0,-3.248818636E0
1.941513423E1,1.048028588E0,-2.350368977E0,-3.452469349E0
1.942015199E1,8.488287926E-1,-2.268740654E0,-3.602560759E0
1.942516975E1,5.955160856E-1,-2.178221226E0,-3.704186201E0
1.943018751E1,3.504396677E-1,-2.097977638E0,-3.786095619E0
1.943520527E1,1.279459745E-1,-2.066562176E0,-3.761909723E0
1.944022303E1,-6.744465232E-2,-2.079387665E0,-3.674523592E0
1.944524079E1,-2.645741403E-1,-2.093605518E0,-3.495034695E0
1.945025855E1,-4.542393982E-1,-2.018698692E0,-3.251854181E0
1.945527631E1,-5.796205997E-1,-1.965353012E0,-2.997033596E0
1.946029408E1,-6.316668987E-1,-1.977228642E0,-2.672497272E0
1.946531184E1,-8.257808685E-1,-2.002207279E0,-2.416395187E0
1.947032960E1,-7.890846133E-1,-2.026616096E0,-2.098780155E0
1.947534736E1,-6.798247695E-1,-2.089328766E0,-2.006027699E0
1.948036512E1,-6.129009724E-1,-2.186097622E0,-1.831173897E0
1.948538288E1,-6.314073801E-1,-2.255255699E0,-1.626370907E0
1.949040064E1,-6.785119176E-1,-2.254281998E0,-1.400776863E0
1.949541840E1,-8.220274448E-1,-2.226750374E0,-1.225786686E0
1.950043616E1,-9.237754941E-1,-2.158781052E0,-1.072280407E0
1.950545392E1,-9.363182187E-1,-2.079468727E0,-1.030800819E0
1.951047168E1,-8.978816867E-1,-1.974792957E0,-1.134385109E0
1.951548944E1,-8.173606396E-1,-1.907189369E0,-1.320393562E0
1.952050720E1,-7.036365271E-1,-1.843155861E0,-1.473854065E0
1.952552496E1,-6.189602613E-1,-1.734654903E0,-1.566313267E0
1.953054272E1,-5.055068135E-1,-1.619358063E0,-2.707962990E0
1.953556048E1,-7.110925317E-1,-1.242130280E0,-3.770393133E0
1.954057824E1,-8.792549968E-1,-1.042477608E0,-3.066599131E0
1.954559715E1,-1.041866302E0,-8.187761307E-1,-2.952669621E0
1.955061413E1,-1.089555740E0,-5.227079391E-1,-3.045935869E0
1.955563111E1,-9.982433319E-1,-3.551707268E-1,-2.968389988E0
1.956064814E1,-8.005409837E-1,-3.065938950E-1,-2.767817020E0
1.956566522E1,-5.865170360E-1,-3.435635567E-1,-2.472748280E0
1.957068241E1,-3.888168931E-1,-4.135832787E-1,-2.164281845E0
1.957569970E1,-2.067208290E-1,-4.451394081E-1,-1.880334854E0
1.958071710E1,-3.926080465E-2,-4.480333328E-1,-1.687515259E0
1.958573460E1,9.539973736E-2,-4.320154190E-1,-1.604564667E0
1.959075225E1,1.550551057E-1,-3.970184326E-1,-1.626560688E0
1.959577006E1,1.781659126E-1,-3.619756699E-1,-1.667507648E0
1.960078798E1,1.836887598E-1,-2.882747650E-1,-1.694308281E0
1.960580600E1,1.523037553E-1,-1.755347252E-1,-1.740946770E0
1.961082413E1,1.221294403E-1,1.004838943E-2,-1.750441551E0
1.961584230E1,8.363735676E-2,2.159547806E-1,-1.761290073E0
1.962086053E1,-2.071416378E-2,4.327025414E-1,-1.735372066E0
1.962587881E1,-1.480736136E-1,6.315093040E-1,-1.577040672E0
1.963089710E1,-3.177633286E-1,8.362221718E-1,-1.339002132E0
1.963591538E1,-4.488840103E-1,1.041824818E0,-1.078560829E0
1.964093345E1,-5.417811275E-1,1.286374092E0,-8.099117279E-1
1.964595116E1,-5.920878053E-1,1.521932602E0,-5.713086128E-1
1.965096887E1,-6.194969416E-1,1.743769169E0,-3.341350555E-1
1.965598658E1,-5.907957554E-1,1.937707901E0,-1.655473709E-1
1.966100428E1,-4.967019558E-1,2.080078602E0,-6.093502045E-2
1.966602199E1,-3.226583600E-1,2.175917625E0,-6.030559540E-3
1.967103970E1,-1.255190372E-1,2.206244469E0,1.357269287E-2
1.967605741E1,7.136344910E-2,2.176064968E0,3.133821487E-2
1.968107512E1,2.252969742E-1,2.166884899E0,9.502315521E-2
1.968609283E1,3.270015717E-1,2.207514763E0,1.949062347E-1
1.969111053E1,3.190154433E-1,2.274030685E0,3.930673599E-1
1.969612824E1,2.538426518E-1,2.409364700E0,6.607637405E-1
1.970114595E1,1.549231410E-1,2.579668522E0,9.694676399E-1
1.970616366E1,-2.162456512E-3,2.784461975E0,1.348226547E0
1.971117963E1,-1.843837500E-1,3.023072243E0,1.725819111E0
1.971619734E1,-4.017620087E-1,3.223115444E0,2.102808475E0
1.972121504E1,-5.688827038E-1,3.398315907E0,2.446306229E0
1.972623275E1,-6.908241510E-1,3.562407970E0,2.747400284E0
1.973125046E1,-7.677308321E-1,3.681384087E0,2.973191261E0
1.973626817E1,-8.189099431E-1,3.773971558E0,3.167243004E0
1.974128588E1,-7.774145603E-1,3.868688583E0,3.320224762E0
1.974630359E1,-7.100635171E-1,4.008435726E0,3.413220406E0
1.975132130E1,-6.838151217E-1,4.078312397E0,3.441584587E0
1.975633900E1,-5.788416266E-1,3.968729496E0,3.342937946E0
1.976135671E1,-3.849740028E-1,3.728528976E0,3.169353485E0
1.976637442E1,-1.590074897E-1,3.469001293E0,2.967722893E0
1.977139213E1,8.067017794E-2,3.253651142E0,2.813399792E0
1.977640984E1,3.585135639E-1,3.026587963E0,2.790942669E0
1.978142754E1,6.176828742E-1,2.812962055E0,2.942097187E0
1.978644525E1,8.300287127E-1,2.613601685E0,3.213294029E0
1.979146296E1,9.388150573E-1,2.294842243E0,3.656844616E0
1.979648098E1,9.687857032E-1,1.827773094E0,4.215643406E0
1.980149890E1,8.392623067E-1,1.388586521E0,4.694496632E0
1.980651666E1,5.986862779E-1,1.033202648E0,5.094979286E0
1.981153437E1,3.283619881E-1,7.215423584E-1,5.423611641E0
1.981655208E1,-1.946139336E-2,4.709606171E-1,5.476452351E0
1.982156978E1,-3.492892385E-1,2.176790237E-1,5.393893242E0
1.982658749E1,-6.572172046E-1,-1.575231552E-2,5.148521900E0
1.983160520E1,-9.203923941E-1,-3.737106323E-1,4.736391544E0
1.983662291E1,-1.173348665E0,-6.078414917E-1,4.201034069E0
1.984164062E1,-1.412446141E0,-5.987820625E-1,3.618998528E0
1.984665832E1,-1.385178804E0,-9.826798439E-1,3.176537514E0
1.985167603E1,-1.188047290E0,-1.251828194E0,2.677085400E0
1.985669374E1,-9.740820527E-1,-1.295954227E0,2.196892738E0
1.986171145E1,-8.436028957E-1,-1.196249008E0,1.702146053E0
1.986672916E1,-9.250282049E-1,-1.014547825E0,1.120766640E0
1.987174687E1,-8.211311698E-1,-1.209474087E0,7.058410645E-1
1.987676458E1,-6.372328401E-1,-1.435406208E0,3.129968643E-1
1.988178228E1,-5.360413790E-1,-1.438133240E0,1.811075211E-2
1.988679999E1,-5.895954967E-1,-1.121703625E0,-2.751379013E-1
1.989181770E1,-5.824455619E-1,-1.241541862E0,-6.055412292E-1
1.989683541E1,-5.427850485E-1,-1.385122776E0,-9.736428261E-1
1.990185312E1,-5.083302855E-1,-1.403582096E0,-1.370338440E0
1.990687083E1,-4.304814339E-1,-1.416187286E0,-1.743367672E0
1.991188853E1,-3.373403549E-1,-1.412937641E0,-2.093161583E0
1.991690624E1,-2.716291547E-1,-1.431685925E0,-2.310185432E0
1.992192395E1,-2.192330956E-1,-1.433801651E0,-2.418932438E0
1.992694166E1,-1.902276874E-1,-1.409440994E0,-2.491668701E0
1.993195937E1,-1.376962066E-1,-1.439726830E0,-2.480957508E0
1.993697708E1,-6.251966953E-2,-1.533991337E0,-2.468486309E0
1.994199478E1,2.967631817E-2,-1.629650116E0,-2.497742176E0
1.994701249E1,1.097388268E-1,-1.659576416E0,-2.540212631E0
1.995203020E1,2.061975598E-1,-1.729003906E0,-2.615095615E0
1.995704791E1,2.856324911E-1,-1.789988041E0,-2.722411156E0
1.996206562E1,3.340516090E-1,-1.837714195E0,-2.847769737E0
1.996708332E1,3.615741134E-1,-1.872375011E0,-2.971769810E0
1.997210103E1,3.352260590E-1,-1.932384014E0,-3.060725212E0
1.997711874E1,2.842843533E-1,-1.974949837E0,-3.133449078E0
1.998213645E1,2.523027062E-1,-1.986026764E0,-3.175259113E0
1.998715416E1,3.160399795E-1,-1.889334679E0,-3.176375389E0
1.999217187E1,9.308388829E-2,-2.053424835E0,-3.127058029E0
1.999718958E1,-7.634913921E-2,-2.181934357E0,-2.974243164E0
2.000220728E1,-2.161875963E-1,-2.208385468E0,-2.942373276E0
2.000722499E1,-3.504761159E-1,-2.180986404E0,-2.834949970E0
2.001224270E1,-4.220766127E-1,-2.167198181E0,-2.651628971E0
2.001726041E1,-3.930527568E-1,-2.162740231E0,-2.516337872E0
2.002227817E1,-3.110032976E-1,-2.168041706E0,-2.433362484E0
2.002729593E1,-2.232454121E-1,-2.169266701E0,-2.363873005E0
2.003231369E1,-9.095610678E-2,-2.143005371E0,-2.307392120E0
2.003733145E1,6.208371371E-2,-2.123161316E0,-2.230091095E0
2.004234921E1,1.833397746E-1,-2.133957386E0,-2.141301632E0
2.004736697E1,2.729067206E-1,-2.108610630E0,-2.093493938E0
2.005238473E1,3.069637418E-1,-2.071173191E0,-2.072223663E0
2.005740249E1,3.428399563E-1,-1.988240719E0,-2.048749924E0
2.006242025E1,3.613059819E-1,-1.912495613E0,-2.018310070E0
2.006743801E1,2.906343341E-1,-1.691061020E0,-2.033391953E0
2.007245577E1,1.307835579E-1,-1.386304379E0,-2.046123505E0
2.007747353E1,-9.926989675E-2,-1.089090347E0,-2.008799553E0
2.008249129E1,-3.668816388E-1,-7.943239212E-1,-1.921776295E0
2.008750905E1,-6.108257771E-1,-5.352501869E-1,-1.823594093E0
2.009252682E1,-8.030856252E-1,-3.162570000E-1,-1.767195702E0
2.009754458E1,-9.726859331E-1,-1.465477943E-1,-1.757594109E0
2.010256234E1,-1.076601148E0,3.148555756E-2,-1.809216022E0
2.010758010E1,-1.124050379E0,1.654992104E-1,-1.860058308E0
2.011259786E1,-1.124389648E0,2.509994507E-1,-1.881637096E0
2.011761562E1,-1.058360577E0,2.834978104E-1,-1.845506191E0
2.012263338E1,-9.211472869E-1,3.063731194E-1,-1.818940163E0
2.012765114E1,-7.365218997E-1,3.246121407E-1,-1.759062767E0
2.013266890E1,-5.186290145E-1,3.382964134E-1,-1.675552845E0
2.013768666E1,-2.913090587E-1,3.473529816E-1,-1.544455528E0
2.014270442E1,-5.902074650E-2,3.708004951E-1,-1.423115253E0
2.014772218E1,1.451263428E-1,4.085402489E-1,-1.335361958E0
2.015273994E1,3.166502118E-1,4.794907570E-1,-1.218808174E0
2.015775770E1,4.365357757E-1,5.835685730E-1,-1.087801933E0
2.016277546E1,4.761566818E-1,7.016396523E-1,-9.758763313E-1
2.016779322E1,4.976039231E-1,8.385472298E-1,-8.352570534E-1
2.017281098E1,6.011396646E-1,1.042243958E0,-5.704736710E-1
2.017782874E1,7.430123091E-1,1.288884640E0,-2.583346367E-1
2.018284650E1,8.268836737E-1,1.554693699E0,5.283355713E-3
2.018786426E1,9.768649340E-1,1.758535862E0,3.446097374E-1
2.019288202E1,1.244863510E0,1.848102570E0,7.545704842E-1
2.019789978E1,1.424923182E0,1.957662106E0,9.814062119E-1
2.020291754E1,1.364687920E0,2.235745907E0,1.087220192E0
2.020793530E1,1.485680461E0,2.189848900E0,1.406643867E0
2.021295306E1,1.620502472E0,2.146024227E0,1.685512543E0
2.021797083E1,1.535847425E0,2.266861439E0,1.727778912E0
2.022298859E1,1.262364030E0,2.513789177E0,1.792037487E0
2.022800635E1,1.073654652E0,2.627876282E0,2.170460224E0
2.023302411E1,7.308902740E-1,2.785527229E0,2.466371536E0
2.023804187E1,3.872579336E-1,2.885324955E0,2.752498150E0
2.024305963E1,8.067320287E-2,2.926406384E0,2.962796688E0
2.024807739E1,-1.702814102E-1,2.999072075E0,3.069287777E0
2.025309515E1,-3.615520000E-1,3.074021339E0,3.101355076E0
2.025811291E1,-4.799470603E-1,3.165528774E0,3.087884426E0
2.026313067E1,-5.174337626E-1,3.268909454E0,3.057561874E0
2.026814843E1,-4.758358896E-1,3.398917675E0,2.967017651E0
2.027316619E1,-4.716399312E-1,3.627989292E0,2.767849922E0
2.027818395E1,-4.682542682E-1,4.018910885E0,2.555182457E0
2.028320171E1,-2.517523170E-1,3.783307076E0,2.395150185E0
2.028821947E1,1.437029392E-1,3.425180912E0,2.171926022E0
2.029323723E1,6.608449221E-1,3.055787563E0,1.769789219E0
2.029825499E1,1.214935780E0,2.619390011E0,1.373923779E0
2.030327275E1,1.688022614E0,2.213243484E0,1.241123676E0
2.030829051E1,2.114758492E0,1.776485920E0,1.503730774E0
2.031330827E1,2.447558641E0,1.319276810E0,2.050845623E0
2.031832603E1,2.643928528E0,8.893899918E-1,2.614521980E0
2.032334379E1,2.757769585E0,4.430704117E-1,3.181164742E0
2.032836155E1,2.761593103E0,6.995248795E-2,3.775963306E0
2.033337932E1,2.642663956E0,-2.510809898E-1,4.324145317E0
2.033839702E1,2.493100166E0,-4.552183151E-1,4.798934460E0
2.034341473E1,2.342576742E0,-5.593075752E-1,5.130687237E0
2.034843244E1,2.201265812E0,-6.183376312E-1,5.340536594E0
2.035345015E1,2.169531345E0,-6.438694000E-1,5.382325172E0
2.035846786E1,2.132265091E0,-6.422224045E-1,5.266928673E0
2.036348556E1,2.045653105E0,-7.720923424E-1,4.985569477E0
2.036850327E1,1.980508924E0,-9.955172539E-1,4.533991814E0
2.037352098E1,1.893099785E0,-1.236087322E0,3.936451435E0
2.037853869E1,1.811784267E0,-1.436174393E0,3.255078316E0
2.038355640E1,1.765039206E0,-1.509101391E0,2.537254333E0
2.038857411E1,1.686240673E0,-1.392127991E0,1.806294441E0
2.039359182E1,1.475204468E0,-1.577204227E0,1.190613747E0
2.039860952E1,1.337006569E0,-1.771038532E0,4.500722885E-1
2.040362723E1,1.165770292E0,-2.001205444E0,-1.194868088E-1
2.040864494E1,1.037143946E0,-2.190008163E0,-6.147437096E-1
2.041366265E1,1.045744419E0,-2.317358494E0,-1.012598515E0
2.041868036E1,1.138257980E0,-2.377825260E0,-1.371097088E0
2.042369806E1,1.261858582E0,-2.452222824E0,-1.676403999E0
2.042871577E1,1.321090817E0,-2.525765896E0,-2.029397488E0
2.043373348E1,1.378902912E0,-2.660226345E0,-2.368277550E0
2.043875119E1,1.412235737E0,-2.769132853E0,-2.712578773E0
2.044376890E1,1.469675183E0,-2.914295912E0,-3.000582695E0
2.044878661E1,1.470488429E0,-3.009251118E0,-3.275806904E0
2.045380432E1,1.429708958E0,-3.077694893E0,-3.486026287E0
2.045882202E1,1.367052674E0,-3.119219780E0,-3.660525084E0
2.046383973E1,1.278329134E0,-3.124056816E0,-3.842721939E0
2.046885744E1,1.187972426E0,-3.144762039E0,-3.999321461E0
2.047387515E1,1.091803312E0,-3.142881393E0,-4.125843048E0
2.047889286E1,9.664021730E-1,-3.171019077E0,-4.198522568E0
2.048391057E1,8.167616129E-1,-3.171747208E0,-4.222233772E0
2.048892827E1,5.952707529E-1,-3.087768555E0,-4.192208290E0
2.049394598E1,2.731049061E-1,-2.943432570E0,-4.103365898E0
2.049896369E1,-7.832688093E-2,-2.772624254E0,-3.955368519E0
2.050398140E1,-4.119570255E-1,-2.618660450E0,-3.781388044E0
2.050899911E1,-7.095558643E-1,-2.434149742E0,-3.614360094E0
2.051401682E1,-9.528810978E-1,-2.286509991E0,-3.425051212E0
2.051903452E1,-1.118882656E0,-2.152087212E0,-3.232216358E0
2.052405223E1,-1.265514612E0,-2.040930271E0,-3.054475784E0
2.052906994E1,-1.335986137E0,-1.948482990E0,-2.905859470E0
2.053408770E1,-1.359478951E0,-1.889382362E0,-2.733408928E0
2.053910546E1,-1.355474114E0,-1.820797920E0,-2.603868961E0
2.054412322E1,-1.333647609E0,-1.728877068E0,-2.516782284E0
2.054914098E1,-1.303307533E0,-1.609277248E0,-2.447888851E0
2.055415874E1,-1.249828577E0,-1.457579613E0,-2.373029232E0
2.055917650E1,-1.197248697E0,-1.341264248E0,-2.272695541E0
2.056419426E1,-1.087950945E0,-1.332412243E0,-2.208818436E0
2.056921202E1,-9.936487675E-1,-1.211152554E0,-2.133357048E0
2.057422978E1,-9.140737057E-1,-1.063884258E0,-2.098836899E0
2.057924754E1,-8.536363840E-1,-9.338445663E-1,-2.090779305E0
2.058426530E1,-7.928506136E-1,-8.066754341E-1,-2.075711250E0
2.058928306E1,-7.505146265E-1,-6.822981834E-1,-2.068085194E0
2.059430082E1,-7.071523666E-1,-6.132001877E-1,-2.068013191E0
2.059931859E1,-6.433874369E-1,-5.514073372E-1,-2.013393402E0
2.060433635E1,-4.969643950E-1,-5.302696228E-1,-1.961775303E0
2.060935411E1,-3.636149764E-1,-4.540109634E-1,-1.874943733E0
2.061437187E1,-2.196533978E-1,-3.560519218E-1,-1.824745178E0
2.061938963E1,-1.032817662E-1,-2.743673325E-1,-1.816155434E0
2.062440739E1,1.922410727E-2,-1.943073273E-1,-1.844562054E0
2.062942515E1,1.241834462E-1,-9.634065628E-2,-1.843282700E0
2.063444291E1,1.876102090E-1,2.960586548E-2,-1.803196907E0
2.063946067E1,2.143178582E-1,1.934671402E-1,-1.739015102E0
2.064447843E1,1.705204546E-1,4.003915787E-1,-1.598467827E0
2.064949619E1,9.865325689E-2,5.789217949E-1,-1.444060802E0
2.065451395E1,-4.500482976E-2,7.675671577E-1,-1.232920647E0
2.065953171E1,-1.845993698E-1,9.521346092E-1,-1.032198429E0
2.066454947E1,-3.636515141E-1,1.171047688E0,-8.659334183E-1
2.066956723E1,-5.490464568E-1,1.400313377E0,-7.436299324E-1
2.067458499E1,-7.218489051E-1,1.630230427E0,-5.790662766E-1
2.067960275E1,-9.012731314E-1,1.841579437E0,-4.344162941E-1
2.068462051E1,-1.049116373E0,2.043936253E0,-2.953205109E-1
2.068963827E1,-1.136682034E0,2.222908497E0,-1.521844864E-1
2.069465603E1,-1.130465746E0,2.364320278E0,-2.428627014E-2
2.069967379E1,-1.049508691E0,2.492271900E0,1.504235268E-1
2.070469155E1,-8.793104887E-1,2.578229427E0,4.004406929E-1
2.070970932E1,-6.632908583E-1,2.636857510E0,7.158637047E-1
2.071472708E1,-4.207124412E-1,2.649330616E0,1.096367359E0
2.071974484E1,-1.901290417E-1,2.639735222E0,1.508279324E0
2.072476260E1,-3.409611434E-2,2.631855011E0,1.956471920E0
2.072978036E1,3.312841058E-2,2.582333088E0,2.350297451E0
